epic_number,Period_1,PeriodAmp1,P1 0.5 Harmonic Amp,P1 2 Harmonic Amp,P1 3 Harmonic Amp,P1 4 Harmonic Amp,P1 5 Harmonic Amp,Period_2,PeriodAmp2,P2 0.5 Harmonic Amp,P2 2 Harmonic Amp,P2 3 Harmonic Amp,P2 4 Harmonic Amp,P2 5 Harmonic Amp,Period_3,PeriodAmp3,P3 0.5 Harmonic Amp,P3 2 Harmonic Amp,P3 3 Harmonic Amp,P3 4 Harmonic Amp,P3 5 Harmonic Amp,Period_4,PeriodAmp4,P4 0.5 Harmonic Amp,P4 2 Harmonic Amp,P4 3 Harmonic Amp,P4 4 Harmonic Amp,P4 5 Harmonic Amp,Period_5,PeriodAmp5,P5 0.5 Harmonic Amp,P5 2 Harmonic Amp,P5 3 Harmonic Amp,P5 4 Harmonic Amp,P5 5 Harmonic Amp,Period Doubled,1% Sig. Level
201488365,6.734215176,0.185225763,0.002132587,0.141076525,0.135914022,0.123635261,0.110462107,0.560757627,0.096243836,0.003287572,0.034871202,0.005180993,0.000773494,0.000773494,0.480581318,0.084821275,0.003287572,0.019071749,0.001033952,0.000773494,0.000715112,0.42046399,0.069939437,0.002731269,0.008272931,0.000773494,0.000603202,0.000861451,0.373802026,0.058446107,0.002731269,0.003052532,0.000773494,0.00065657,0.000823646,1,0.008779336
201893576,0.92994307,0.200763962,0.062891192,0.170007688,0.138940149,0.103577521,0.070876007,13.80191578,0.043544289,,0.004360268,0.00198014,0.001204236,0.000899352,0.077483364,0.040468966,0.003782874,0.001292702,,,,13.12404942,0.032515712,,0.003642639,0.001827286,0.001204236,0.000737887,14.5536205,0.032159759,,0.002968103,0.000500069,0.000765838,0.000899352,1,0.012256062
201828402,19.27854202,0.192359313,,0.07645887,0.007182564,0.004506943,0.004246976,18.18521939,0.146298884,,0.023869958,0.005548505,0.004246976,0.004246976,17.20925021,0.090656942,,0.011243664,0.004589301,0.004246976,0.002739012,15.84836353,0.078356583,,0.006886513,0.003659668,0.002714496,0.001925627,10.8945696,0.07645887,,,,0.003706724,0.003072168,0,0.00981703
201738572,13.01749271,0.782482444,,0.035596141,0.006622654,0.00293595,0.000606156,12.31743893,0.552130495,,0.035596141,0.003056327,0.000954015,0.001373764,13.80191578,0.536842368,,0.011485635,0.012705191,0.002975458,0.000440879,14.5536205,0.174933572,,0.031225821,0.012705191,0.002975458,0.000179132,11.68883748,0.137946005,,0.035596141,0.001763693,,0.001373764,0,0.008908954
201387169,18.3938494,0.191384059,,0.012866563,0.003073167,0.00134321,0.001556443,19.51317428,0.141735582,,0.034717853,0.011137862,0.001426634,0.001052387,17.39597255,0.133461955,,0.012866563,0.001426634,0.001052387,0.002319661,13.92176057,0.079927783,,0.011137862,0.000793366,0.002319661,0.003409431,13.232365,0.049388761,,0.011137862,0.000793366,0.002439128,0.003487779,0,0.008526103
201720109,19.27854202,0.169504019,,0.026402401,0.006577766,0.005191474,0.002570588,18.18521939,0.146738775,,0.026402401,0.005027891,0.005166095,0.00346891,17.20925021,0.09678481,,0.026402401,0.005191474,0.002570588,0.00346891,16.33270241,0.058533737,,0.010319175,0.005191474,0.001917169,0.003166146,15.54112028,0.049465972,,0.010319175,0.004987644,,0.002548717,0,0.008563422
201552857,14.96103795,0.083515679,,0.034655549,0.003965247,0.004164095,0.005087053,19.51317428,0.064436267,,0.022625467,0.010608845,0.002091917,0.004164095,14.1678043,0.056396215,,0.031503781,0.002091917,0.004164095,0.002075108,18.3938494,0.051680114,,0.034655549,0.004608489,0.00105147,0.000997751,15.84836353,0.04970052,,0.034655549,0.002730925,0.000912431,0.001550558,0,0.008578086
201927024,0.237294305,0.954378356,0.039692283,0.002797437,0.000136863,,,0.262613469,0.003512813,0.000141845,0.002313595,0.003437707,0.000162379,0.003059378,0.079956381,0.003437707,0.000170651,0.000136863,,,,0.04839392,0.003059378,0.000154601,,,,,3.692832929,0.002864541,0.00016667,7.10E-05,7.02E-05,6.59E-05,0.000104743,1,0.008545088
201882460,18.18521939,0.170203459,,0.011851064,0.012962471,0.006118824,0.003863588,19.27854202,0.132148922,,0.011015007,0.012143598,0.01297036,0.005893627,17.20925021,0.129273303,,0.007306724,0.01297036,0.005893627,0.003240623,16.33270241,0.046713087,,0.007826189,0.01297036,0.001739029,0.00359604,13.92176057,0.041324764,,0.007826189,0.001003734,0.002519438,0.006263986,0,0.008618512
201407812,2.827275823,0.137140384,0.124007274,0.101550907,0.072439112,0.059314834,0.037957111,0.942470958,0.11882035,0.003003028,0.00737725,0.037957111,0.014486314,0.00460894,0.565305115,0.084621841,0.005586159,0.014486314,0.00460894,0.003643796,0.000729948,0.40383676,0.059314834,0.006012273,0.00460894,0.002934995,0.000676933,0.00050372,5.682132631,0.015570588,0.000736346,0.007160411,0.002893506,0.002964768,0.001617774,1,0.009400611
201590024,20,0.061189171,,0.029644289,0.005820389,0.004045475,0.002730975,18.82580772,0.044812987,,0.029644289,0.005820389,0.003499224,0.008528776,15.69323825,0.034110085,,0.006558171,0.003499224,0.001144165,0.008528776,10.74849545,0.029644289,,0.003263864,0.008528776,0.00353388,0.017922591,17.7818426,0.027463607,,0.006558171,0.003263864,0.00058743,0.008528776,0,0.008564356
201543049,0.2451465,0.068668481,0.004647261,0.011348836,0.004863047,0.001146706,0.001410955,8.849938925,0.03682585,0.033075322,0.003572562,0.016355371,0.015751584,0.020446968,19.51317428,0.033075322,,0.020502491,0.020344091,0.006894924,0.003937957,14.82272104,0.024067829,,0.020344091,0.006894924,0.003937957,0.009242431,1.933630435,0.020446968,0.002025883,0.006899246,0.009226856,0.004647261,0.008485387,0,0.008734035
201610811,0.14114581,0.976101633,0.003246066,0.003240977,0.003215859,,,0.065611709,0.003240977,0.000617981,,,,,0.042737345,0.003215859,0.003050358,,,,,0.932603099,0.002964232,0.000162956,0.000185882,0.002853596,0.000283773,0.002680414,0.33262317,0.002853596,0.000239377,0.000434097,0.00284294,0.002484851,0.002484851,0,0.008861117
201479538,14.96103795,0.036567312,,0.007166701,0.003027743,0.003983557,0.002890537,18.60732198,0.03531285,,0.011096891,0.004199489,0.006219534,0.002967829,12.50965125,0.027242283,,0.004060012,0.006219534,0.002890537,0.002660665,14.1678043,0.02169732,,0.004060012,0.005395836,0.002655986,0.001164773,19.75358815,0.019611149,,0.004826383,0.001929603,0.005395836,0.005395836,0,0.008614657
201910662,20,0.118534376,,0.017517796,0.011560703,0.007474686,0.008508628,16.67238347,0.07827223,,0.013151798,0.006883416,0.008508628,0.008508628,18.82580772,0.071634839,,0.013151798,0.009056893,0.007474686,0.008508628,17.58679124,0.062825335,,0.013151798,0.006883416,0.004028002,0.007335429,15.84836353,0.061977273,,0.011560703,0.006883416,,0.003081501,0,0.008630731
201531578,0.375208893,0.974936952,0.017846879,0.002933073,0.003266236,0.002944371,9.47E-05,0.056924877,0.003266236,0.002933073,,,,,0.14481751,0.003165142,0.000159828,0.003137826,0.002944371,,,0.052243147,0.002944371,0.002933073,,,,,0.043067973,0.002875736,0.000244105,,,,,1,0.008562803
201271106,12.91265237,0.805145501,,0.021984809,0.003797603,0.001226298,0.000959065,13.68411675,0.582578241,,0.020540807,0.005298485,0.001545484,0.000354756,12.22353091,0.554956917,,0.007682681,0.001545484,0.000326343,0.000959065,14.42270132,0.204167859,,0.014252763,0.005298485,0.001539794,0.000326343,11.60423687,0.139459507,,0.005298485,0.001539794,,0.001534839,0,0.009239808
201676716,10.6062866,0.064396349,0.020862386,0.012823931,0.005537845,0.006725512,0.005188457,16.8475781,0.043351628,,0.025498142,0.012823931,0.005537845,0.003364907,11.19896174,0.039421523,0.017429712,0.011383597,0.005537845,0.003383133,0.005188457,17.7818426,0.037662241,,0.033199749,0.014253149,0.005801033,0.005537845,16.00658621,0.037000376,,0.006089652,0.005801033,0.005537845,0.003383133,0,0.008569394
201902310,15.39192304,0.812570076,,0.061525779,0.010213813,0.002129807,0.004233262,14.5536205,0.66028192,,0.025516632,0.010480412,0.001847249,0.001562487,16.33270241,0.632715317,,0.014394432,0.004935014,0.010480412,0.001562487,17.20925021,0.372707129,,0.00657896,0.008572961,0.010480412,0.000246262,13.80191578,0.317765241,,0.015814059,0.010480412,,0.001268274,0,0.011121145
201762815,0.223233322,0.971467122,0.000518406,0.048378309,0.005944812,0.0026561,0.003643375,0.048090543,0.003643375,0.000485072,,,,,0.271922268,0.003449916,0.00032327,0.001923836,0.003267868,0.0026561,0.001961658,0.084503484,0.003267868,0.000586203,0.000390899,,,,2.488956588,0.003183099,0.000100559,0.000502696,0.000236317,0.000614497,0.000255367,0,0.009063944
201592061,0.13928204,0.995008734,0.000787338,0.003810917,0.004510448,,,0.088829513,0.006152158,0.003911344,0.00349858,,,,0.322454818,0.005169575,0.000335584,0.000899541,0.002741186,0.003512557,0.003810917,0.051501399,0.004510448,0.000716242,,,,,0.197665632,0.003911344,0.000532839,0.000514747,0.000587087,0.000390326,0.000512111,0,0.009813028
201933700,20,0.132294841,,0.007346836,0.006614821,0.006182708,0.005344848,18.82580772,0.082867805,,0.007346836,0.006708522,0.006182708,0.006607829,12.80948727,0.03242068,,0.006708522,0.004049637,0.011205912,0.006218855,17.7818426,0.02748401,,0.006721261,0.006708522,,0.006607829,13.56831151,0.017891995,,0.004613594,,0.006150476,0.011205912,0,0.009316225
201571821,20,0.08348813,,0.031548634,0.009060517,0.006069862,0.003353356,18.82580772,0.035797999,,0.022789195,0.007005356,0.005743212,0.003353356,11.60423687,0.025461551,,0.005743212,0.002820766,0.005723599,0.004488692,0.246087176,0.012944508,0.004981475,0.004259474,0.002775946,0.001794477,0.001534801,11.0446688,0.011161163,,0.005743212,0.002820766,0.003382766,0.004471514,0,0.008536334
201549223,18.82580772,0.055050044,,0.035535314,0.007537089,0.011156933,0.006675915,17.7818426,0.041967207,,0.032044106,0.007446862,0.010040137,0.006322332,12.70795757,0.040281171,,0.007446862,0.005983261,0.00742594,0.006546822,20,0.038427351,,0.035535314,0.007357666,0.003336132,0.002109209,10.53658403,0.032150163,,0.000821767,0.000954394,0.006546822,0.011373099,0,0.008772066
201789080,11.77468071,0.196527988,,0.017992961,0.033214309,0.001034222,0.000657319,11.19896174,0.13017887,0.036836295,0.091501943,0.004004482,0.000979106,0.000657319,12.41280103,0.117318271,,0.00836097,0.034081948,0.002088412,0.000283262,4.976638996,0.092274117,0.029671149,0.000283262,0.001010098,0.000788061,0.001256775,14.68693823,0.070259585,,0.014659713,0.034081948,0.002384791,0.000958139,0,0.008581558
201600674,17.39597255,0.039818703,,0.011268911,0.002040317,0.003869778,0.002142772,13.92176057,0.029782002,,0.006048969,0.002722036,0.001722451,0.001722451,16.50079498,0.024251578,,0.006942724,0.002031471,0.002722036,0.001722451,18.3938494,0.019776079,,0.006942724,0.002040317,0.00124685,0.001421109,11.60423687,0.017045131,,0.002024509,0.000703396,0.001692943,0.001932342,0,0.008588943
201325244,9.312573514,0.604664184,0.013333141,0.095745548,0.01506517,0.001040378,0.001191346,8.849938925,0.31699803,0.017760669,0.049986657,0.004194603,0.001040378,0.000789091,9.826244946,0.312519977,0.001266621,0.095745548,0.004703148,0.001196471,0.000773637,10.74849545,0.145803908,,0.095745548,0.003681359,0.001196471,0.000128578,8.050104822,0.100703344,0.017897522,0.003384392,,,0.000789091,0,0.008753321
201368515,2.131578436,0.022352414,0.016733604,0.017798529,0.016523259,0.015597461,0.015597461,3.744581674,0.020288771,0.005581794,0.011686001,0.014867214,0.015904959,0.012013054,1.487062414,0.02028083,0.010297103,0.012013054,0.015597461,0.014396786,0.013693991,4.945934632,0.018861725,0.002586737,0.009516615,0.006024923,0.014867214,0.013604614,0.87699885,0.015904959,0.001709406,0.014396786,0.013693991,0.009277391,0.006521452,0,0.009106994
201448202,19.75358815,0.257686152,,0.019313486,0.00436471,0.003478569,0.002727712,18.60732198,0.228250263,,0.018979295,0.00436471,0.002695741,0.003704289,17.58679124,0.138579564,,0.006465283,0.00377453,0.002385277,0.003704289,14.42270132,0.062085535,,0.006465283,0.003478569,0.001464023,0.003074919,16.67238347,0.051282096,,0.006465283,0.003478569,0.001905551,0.002831538,0,0.008608996
201648133,17.50661074,0.029035859,0.026628714,0.02537416,0.020566588,0.019455361,0.019041206,5.847934514,0.025792401,0.010582707,0.018896314,0.019041206,0.019892551,0.021313686,3.507046241,0.023581191,0.01821868,0.017549585,0.021313686,0.021676532,0.017683219,0.946365087,0.021676532,0.015897411,0.011035346,0.00356796,0.000816784,0.000248517,1.00070755,0.021447899,0.015200609,0.011592993,0.004068603,0.001002791,0.000374991,1,0.008900729
201739972,0.055677502,0.227218353,0.002847489,,,,,0.04959448,0.170034475,0.002628524,,,,,0.063298516,0.122268027,0.002502092,,,,,0.052343778,0.066156013,0.001735351,,,,,0.044231164,0.048188291,0.007747476,,,,,0,0.019932767
201607088,0.53087906,0.630445078,0.049932108,0.124612836,0.034038155,0.008621164,0.009759378,0.044239708,0.011357836,0.002268987,,,,,0.048262811,0.009759379,0.002314596,,,,,0.058987815,0.008621164,0.002314596,,,,,0.075841345,0.004424564,0.001253881,0.000293514,,,,1,0.00879897
201689490,11.12128014,0.420393747,0.398127299,0.005716315,0.002473304,0.002031517,0.000898533,20,0.398127299,,0.223939253,0.036897839,0.002674483,0.002082314,11.77468071,0.241661294,,0.003629444,0.001695586,0.002692257,0.000898533,10.53658403,0.223939253,0.223251049,0.001633375,0.002692257,0.000752124,0.000636751,18.82580772,0.223251049,,0.052253934,0.036897839,0.002082314,0.001695586,0,0.008563187
201398311,0.464567348,0.628513015,0.00035284,0.161764235,0.079922123,0.033209701,0.016280207,0.077430975,0.007984747,0.001928412,0.000268662,,,,0.066369483,0.00353911,0.000451081,,,,,0.49148298,0.003026359,0.000148807,0.000495131,0.001928412,0.000368201,0.00172207,0.435422794,0.002974957,0.000148398,0.000643411,0.000451081,0.00027486,0.000385142,0,0.008591281
201608319,13.45444989,0.304455576,,0.014034444,0.007450147,0.00598598,0.004402071,12.80948727,0.196519325,,0.006655116,0.004300945,0.004721553,0.003304568,14.1678043,0.1870422,,0.014034444,0.008947055,0.004721553,0.004402071,9.4777243,0.130953541,0.123618344,0.008947055,0.004402071,0.003869429,0.002817425,17.39597255,0.123618344,,0.042097079,0.008947055,0.003084046,0.003416777,0,0.00863287
201749821,1.401996437,0.67046953,0.076255927,0.205034045,0.050469242,0.006183401,0.002760076,0.467411501,0.057214936,0.000938847,0.001694586,0.002760076,0.002032666,0.002032666,0.280485003,0.024197601,0.003094633,0.000644701,0.002032666,0.001596306,0.001530083,0.200383138,0.006935119,0.006561721,0.002032666,0.00042263,0.001683488,0.001504466,0.376877382,0.006561721,0.005214033,0.001296266,0.000644701,0.000333283,0.000403903,1,0.008883113
201709153,20,0.055564685,,0.032844458,0.003868647,0.003019932,0.001214872,10.67691752,0.032844458,,0.003019932,0.002198504,0.003147939,0.004667561,18.82580772,0.031944259,,0.005426949,0.003229296,0.00242035,0.001039027,13.232365,0.031334772,,0.003229296,0.001214872,0.002198504,0.00315857,11.27773617,0.019663622,,0.002975744,,0.0020783,0.003179419,0,0.008548226
201377900,19.27854202,0.20059196,,0.008313945,0.009119832,0.012100586,0.012100586,18.18521939,0.157488027,,0.009626478,0.008954709,0.012100586,0.007770391,14.29411655,0.08664595,,0.006197451,0.007168133,0.007770391,0.006826143,17.20925021,0.078256372,,0.009626478,0.007168133,0.007009871,0.007770391,13.56831151,0.071239545,,0.003147432,0.003478126,0.00760413,0.00342321,0,0.008571849
201674807,18.18521939,0.100308946,,0.038343958,0.004347824,0.005879081,0.004990083,19.27854202,0.082157003,,0.032820159,0.001707306,0.003218619,0.003028376,17.20925021,0.074370782,,0.015152558,0.003218619,0.003028376,0.00254931,16.33270241,0.027199561,,0.008419334,0.003218619,0.001187944,0.002432385,13.92176057,0.007966222,,0.007828991,0.002188103,0.001008664,0.003785206,0,0.008597119
201728074,0.245484314,0.04500353,0.004973979,0.008309025,0.002343901,0.001194879,0.000938393,20,0.041760682,,0.023270271,0.004020713,0.008047749,0.004216661,12.31743893,0.037423005,,0.008047749,0.004251054,0.01076977,0.009972918,1.950093571,0.034327177,0.006283391,0.007739855,0.010458033,0.004973979,0.0040286,18.82580772,0.03262429,,0.023270271,0.008002066,0.006052052,0.006283391,0,0.008613231
201592815,12.41280103,0.064011997,,0.023140656,0.003801428,0.001608388,0.002943244,10.01029732,0.062029576,0.044353035,0.014579258,0.002489029,0.002943244,0.005502662,13.12404942,0.053085169,,0.016458774,0.003644378,0.002489029,0.002943244,18.3938494,0.044353035,,0.026124847,0.012945489,0.001574559,0.003644378,11.77468071,0.042451516,,0.014579258,0.003644378,0.000802167,0.002943244,0,0.008577382
201238932,0.057044372,0.91852885,0.002861162,,,,,0.075708838,0.00537289,0.002708563,0.003079813,,,,0.046279036,0.004421331,0.003041393,,,,,0.384284554,0.004005601,0.003128342,0.003339261,0.002708563,0.002861162,0.000767688,0.349289963,0.003182774,0.00041742,0.000286117,0.002861162,0.000261738,0.002560614,0,0.008619741
201381586,16.168,0.139059782,,0.01823957,0.013821173,0.012069561,0.011508436,15.39192304,0.116568078,,0.013400205,0.013275737,0.012069561,0.010382397,17.02649374,0.106155396,,0.009413733,0.031508222,0.004043362,0.011508436,12.70795757,0.055501359,,0.031508222,0.004043362,0.011460364,0.010382397,14.5536205,0.048155065,,0.013400205,0.00440209,0.011508436,0.010382397,0,0.008699439
201273981,7.120551857,0.424008944,0.032930699,0.004670285,0.003686132,0.001998768,0.001933045,8.173217117,0.233559113,0.032930699,0.008718698,0.003540995,0.001998768,0.001639911,7.52139933,0.111545773,0.027135248,0.004503205,0.002530093,0.000627201,0.00138395,4.870806114,0.109825028,0.046404833,0.001402982,,0.001933045,0.001250102,6.760268305,0.108750637,0.031339225,0.003173935,0.001402982,,0.001933045,0,0.008663561
201907820,13.232365,0.038869436,,0.008984274,0.0098599,0.007983693,0.005899807,14.04370486,0.028590785,,0.005278259,0.0098599,0.00609724,0.005899807,12.50965125,0.027595154,,0.01421725,0.0064196,0.002625465,0.00578738,9.422027015,0.019072769,0.014965797,0.0098599,0.002214972,0.007458916,0.0111726,0.244399121,0.017956224,0.007685226,0.003761682,0.002111854,0.001537102,0.001480997,0,0.009789827
201766747,14.29411655,0.10630436,,0.017650632,0.01248763,0.00279763,0.004811184,12.80948727,0.105716907,,0.017650632,0.004326423,0.004811184,0.003848833,13.56831151,0.097122243,,0.017650632,0.005587942,0.004607656,0.004607656,15.10196055,0.087698827,,0.013177013,0.01248763,0.002086305,0.004607656,18.82580772,0.077883605,,0.031707358,0.006240065,0.01248763,0.001500376,0,0.009302255
201780233,0.573597115,0.666672546,0.000330031,0.173855063,0.092400103,0.0431564,0.016626788,0.095621326,0.00438333,0.002080282,0.001877016,,,,0.544383279,0.00417961,0.000330031,0.001235221,0.002080282,0.000900228,0.002038912,0.428098247,0.003529902,0.000646256,0.001663532,0.002366983,0.002038912,0.001215969,0.606353455,0.002713323,0.000330031,0.001006292,0.000486532,0.002366983,0.000355406,0,0.009162997
201735172,15.69323825,0.068003411,,0.023101322,0.018442613,0.002962291,0.00431434,16.67238347,0.047957047,,0.028996455,0.009951044,0.018442613,0.00431434,14.82272104,0.043319975,,0.024361689,0.018442613,0.002025622,0.003672607,9.366980534,0.028996455,0.019362805,0.018442613,0.003298578,0.008189641,0.006036753,6.935734412,0.024361689,0.01343358,0.00111843,0.006435077,0.004219159,0.005028615,0,0.008603468
201919351,20,0.10800813,,0.05272459,0.014005334,0.018398649,0.010486185,16.00658621,0.064899985,,0.037765942,0.018398649,0.010486185,0.006937963,15.10196055,0.04877074,,0.035973653,0.012288804,0.00553637,0.003506008,18.82580772,0.047313678,,0.037765942,0.012392821,0.010486185,0.004714337,17.02649374,0.046699276,,0.037765942,0.012392821,0.010486185,0.004503313,0,0.013412147
201700978,16.50079498,0.643443311,,0.066881393,0.00625657,0.004547678,0.002618458,15.69323825,0.5550858,,0.066881393,0.006396032,0.002979557,0.002068525,17.39597255,0.531719996,,0.066881393,0.00389656,0.006396032,0.002068525,18.3938494,0.276963225,,0.076358665,0.005300193,0.006396032,0.000614122,14.82272104,0.220351013,,0.006940244,0.006396032,,0.000961365,0,0.012191072
201803365,0.245882718,0.934440752,0.020128216,0.038005794,0.000158649,,,0.081867087,0.004789359,0.000323747,0.000158649,,,,0.049090338,0.004182318,0.000231483,,,,,0.116230199,0.000403554,0.00020872,0.000196356,0.000107526,,,0.131351538,0.000400359,0.000117806,0.000292234,0.000158649,,,1,0.008604453
201562530,3.318325585,0.071879999,0.021934469,0.044106479,0.012348449,0.020032653,0.007165483,3.148878593,0.052581395,0.021934469,0.038610691,0.021825678,0.013099489,0.007165483,3.522456243,0.052201337,0.015256123,0.016792556,0.016136365,0.021825678,0.005282186,10.01029732,0.047735862,0.013469453,0.031167932,0.02264406,0.035852047,0.020525922,2.898409607,0.043468977,0.031167932,0.038610691,0.021825678,0.005282186,0.003618168,0,0.013903892
201505569,16.8475781,0.081532795,,0.010892879,0.011859128,0.004107603,0.002849575,17.7818426,0.062762193,,0.010036616,0.01177498,0.00403752,0.002849575,16.00658621,0.058865256,,0.00980401,0.011859128,0.002841886,0.00651233,20,0.041354291,,0.00727806,0.00980401,0.00403752,0.0014106,18.82580772,0.034105049,,0.002554375,0.009672467,0.002222559,0.0014106,0,0.008682675
201769424,16.67238347,0.182803466,,0.036315663,0.007834943,0.00388508,0.005296449,17.58679124,0.156167535,,0.029604534,0.007834943,0.004331861,0.005296449,15.84836353,0.151706317,,0.018510957,0.004331861,0.001222407,0.005296449,18.60732198,0.091316614,,0.022794427,0.021785725,0.004331861,0.000867258,14.96103795,0.057121248,,0.021785725,0.003881658,,0.002538469,0,0.008744455
201517854,0.279681723,0.959541625,0.034931075,0.003081731,0.002696731,,,0.993268105,0.00346813,0.000202883,0.000127942,0.003326471,9.39E-05,0.0031736,0.089051536,0.003393359,0.000186225,0.002606764,,,,0.065328326,0.003081731,0.00070143,,,,,0.10913352,0.002797194,0.00017485,0.002744517,,,,1,0.008535098
201222038,16.50079498,0.060845145,,0.010667637,0.004615056,0.002636958,0.003937061,11.19896174,0.053479739,0.014632927,0.004615056,0.003066902,0.003937061,0.005014652,15.69323825,0.043677242,,0.010667637,0.003961298,0.003066902,0.003937061,17.39597255,0.038603154,,0.01394904,0.004615056,0.001075709,0.003066902,13.56831151,0.036429481,,0.004615056,0.001075709,,0.005014652,0,0.008563278
